# YTID, start_seconds, end_seconds, positive_labels
PP9z8UthPW4,30.0,40.0,"/m/04s8yn,/m/07r5c2p,/m/0jbk"
PSPIYsn8uTg,40.0,50.0,"/m/02dgv,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00125"
PSPIYsn8uTg,40.0,50.0,"/m/02dgv,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00125"
PSPIYsn8uTg,40.0,50.0,"/m/02dgv,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00125"
PU6zs36Hb-w,90.0,100.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
PU6zs36Hb-w,90.0,100.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
PU6zs36Hb-w,90.0,100.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
PWJgfgsvwd4,90.0,100.0,/m/05_wcq
PZ8hUlMjOhI,11.0,21.0,"/m/04rlf,/m/07pjwq1"
P_dXuddk3fE,90.0,100.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
P_dXuddk3fE,90.0,100.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
P_dXuddk3fE,90.0,100.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
P_dXuddk3fE,90.0,100.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
P_tkRYMJK_M,80.0,90.0,/m/05tny_
PfjgmRCJm94,0.0,10.0,/m/02yds9
PjjojjUn0bk,30.0,40.0,"/m/03vt0,/m/09xqv"
PjjojjUn0bk,30.0,40.0,"/m/03vt0,/m/09xqv"
PkMRV3AsBYs,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00018"
PlcEZtXPHj8,130.0,140.0,"/m/015p6,/m/04rlf,/m/07sx8x_,/m/09x0r,/t/dd00129"
PlcEZtXPHj8,130.0,140.0,"/m/015p6,/m/04rlf,/m/07sx8x_,/m/09x0r,/t/dd00129"
Pn5I6okICuU,14.0,24.0,"/m/025rv6n,/m/07st89h"
Pn5I6okICuU,14.0,24.0,"/m/025rv6n,/m/07st89h"
PoJC_wjMSvI,16.0,26.0,"/m/09x0r,/t/dd00018"
PrcZfyxcmwo,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk"
PrcZfyxcmwo,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk"
PrcZfyxcmwo,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk"
PrcZfyxcmwo,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk"
Ptf9D8uflg4,40.0,50.0,"/m/01z5f,/m/04gxbd,/m/068hy,/m/0bt9lr,/m/0jbk"
Ptf9D8uflg4,40.0,50.0,"/m/01z5f,/m/04gxbd,/m/068hy,/m/0bt9lr,/m/0jbk"
Ptf9D8uflg4,40.0,50.0,"/m/01z5f,/m/04gxbd,/m/068hy,/m/0bt9lr,/m/0jbk"
Ptf9D8uflg4,40.0,50.0,"/m/01z5f,/m/04gxbd,/m/068hy,/m/0bt9lr,/m/0jbk"
PuM-zRqfQm4,28.0,38.0,"/m/07st88b,/m/09ld4"
PuM-zRqfQm4,28.0,38.0,"/m/07st88b,/m/09ld4"
PuqNVfoVmKU,30.0,40.0,"/m/025rv6n,/m/0dbvp"
PuqNVfoVmKU,30.0,40.0,"/m/025rv6n,/m/0dbvp"
Pv8ZWvM8bhw,30.0,40.0,"/m/0239kh,/m/0l14md"
PveSFkJ6XcI,120.0,130.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
PveSFkJ6XcI,120.0,130.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
PveSFkJ6XcI,120.0,130.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
PwcS8bhLtDo,30.0,40.0,"/m/03vt0,/m/06hps,/m/09xqv"
PwcS8bhLtDo,30.0,40.0,"/m/03vt0,/m/06hps,/m/09xqv"
PwcS8bhLtDo,30.0,40.0,"/m/03vt0,/m/06hps,/m/09xqv"
PyqZ00cYDlU,160.0,170.0,"/m/04cvmfc,/t/dd00126"
Pz98UZsA0Vk,100.0,110.0,"/m/068zj,/m/0jbk"
Pz98UZsA0Vk,100.0,110.0,"/m/068zj,/m/0jbk"
Q-DcA41jeWk,30.0,40.0,"/m/078jl,/m/07rjwbb"
Q-DcA41jeWk,30.0,40.0,"/m/078jl,/m/07rjwbb"
Q02PIu4Uhyc,160.0,170.0,"/m/015p6,/m/07qdb04"
Q02PIu4Uhyc,160.0,170.0,"/m/015p6,/m/07qdb04"
Q0K4lLjQNt0,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
Q0K4lLjQNt0,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
Q0K4lLjQNt0,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
Q0K4lLjQNt0,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
Q1Lh7UvhcjQ,510.0,520.0,"/m/06hck5,/m/06wzb,/m/07rjwbb"
Q1So0Z9hiWM,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00125"
Q1So0Z9hiWM,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00125"
Q1So0Z9hiWM,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00125"
Q1So0Z9hiWM,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00125"
Q1lGnBYoZoM,40.0,50.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q1lGnBYoZoM,40.0,50.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q1lGnBYoZoM,40.0,50.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q1lGnBYoZoM,40.0,50.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q25QmdyccgE,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
Q25QmdyccgE,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
Q25QmdyccgE,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
Q2sOGhRCq2M,30.0,40.0,"/m/04rlf,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
Q2sOGhRCq2M,30.0,40.0,"/m/04rlf,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
Q2sOGhRCq2M,30.0,40.0,"/m/04rlf,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
Q2sOGhRCq2M,30.0,40.0,"/m/04rlf,/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
Q4rMvvsalWs,30.0,40.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q4rMvvsalWs,30.0,40.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q4rMvvsalWs,30.0,40.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q4rMvvsalWs,30.0,40.0,"/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
Q6_oXz8aDHg,30.0,40.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
Q6_oXz8aDHg,30.0,40.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
Q6_oXz8aDHg,30.0,40.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
Q7w_rb31puc,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/0jbk"
Q7w_rb31puc,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/0jbk"
Q7w_rb31puc,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/0jbk"
Q8PA98cH94U,30.0,40.0,"/m/04rlf,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
Q8PA98cH94U,30.0,40.0,"/m/04rlf,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
Q8PA98cH94U,30.0,40.0,"/m/04rlf,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
Q8PA98cH94U,30.0,40.0,"/m/04rlf,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
Q8PA98cH94U,30.0,40.0,"/m/04rlf,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
Q9fcPFBhGYA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
Q9fcPFBhGYA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
Q9fcPFBhGYA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
Q9uQXVI_SSw,30.0,40.0,"/m/07r_k2n,/m/07rc7d9"
Q9uQXVI_SSw,30.0,40.0,"/m/07r_k2n,/m/07rc7d9"
Q9y7osdeA3E,10.0,20.0,"/m/07r_k2n,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00125"
Q9y7osdeA3E,10.0,20.0,"/m/07r_k2n,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00125"
Q9y7osdeA3E,10.0,20.0,"/m/07r_k2n,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00125"
QALSel8mz-o,20.0,30.0,"/m/015p6,/m/020bb7,/m/04rlf,/m/06_y0by,/m/09x0r"
QALSel8mz-o,20.0,30.0,"/m/015p6,/m/020bb7,/m/04rlf,/m/06_y0by,/m/09x0r"
QEwxZEov0Fg,25.0,35.0,"/m/04s8yn,/m/07r5c2p"
QEwxZEov0Fg,25.0,35.0,"/m/04s8yn,/m/07r5c2p"
QFAZGNVnxiM,160.0,170.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv"
QFAZGNVnxiM,160.0,170.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv"
QFAZGNVnxiM,160.0,170.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv"
QFAZGNVnxiM,160.0,170.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv"
QFAZGNVnxiM,160.0,170.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv"
QGGy_B7hshY,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
QGGy_B7hshY,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
QGGy_B7hshY,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
QGGy_B7hshY,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
QGd3hjZBFEI,5.0,15.0,"/m/03vt0,/m/09f96,/m/0c1dj,/m/0h2mp"
QGd3hjZBFEI,5.0,15.0,"/m/03vt0,/m/09f96,/m/0c1dj,/m/0h2mp"
QGd3hjZBFEI,5.0,15.0,"/m/03vt0,/m/09f96,/m/0c1dj,/m/0h2mp"
QGhassFSM9k,0.0,9.0,"/m/04s8yn,/m/07r5c2p"
QGhassFSM9k,0.0,9.0,"/m/04s8yn,/m/07r5c2p"
QHWuQj95SYw,270.0,280.0,"/m/05tny_,/m/07rc7d9,/m/09x0r,/m/0bt9lr"
QHWuQj95SYw,270.0,280.0,"/m/05tny_,/m/07rc7d9,/m/09x0r,/m/0bt9lr"
QHWuQj95SYw,270.0,280.0,"/m/05tny_,/m/07rc7d9,/m/09x0r,/m/0bt9lr"
QI4pakkqUZ4,70.0,80.0,"/m/07st88b,/m/09ld4"
QI4pakkqUZ4,70.0,80.0,"/m/07st88b,/m/09ld4"
QISuRTvc-nE,100.0,110.0,"/m/015p6,/m/04rlf,/m/09ddx"
QISuRTvc-nE,100.0,110.0,"/m/015p6,/m/04rlf,/m/09ddx"
QLNn3qg1RAE,110.0,120.0,"/m/068zj,/m/09x0r,/t/dd00129"
QMfE4deKFpI,30.0,40.0,/m/07rc7d9
QN8JhcutUBQ,30.0,40.0,/t/dd00018
QNMob0QnVlY,0.0,6.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QNMob0QnVlY,0.0,6.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QNMob0QnVlY,0.0,6.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QQWPzYOsibM,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00018"
QQuhjJNFEko,80.0,90.0,"/m/015p6,/m/07qdb04,/m/09ddx"
QQuhjJNFEko,80.0,90.0,"/m/015p6,/m/07qdb04,/m/09ddx"
QQuhjJNFEko,80.0,90.0,"/m/015p6,/m/07qdb04,/m/09ddx"
QR-kiJCdoGs,30.0,40.0,"/m/07r_80w,/m/09d5_"
QR-kiJCdoGs,30.0,40.0,"/m/07r_80w,/m/09d5_"
QRKC7JUuyGk,30.0,40.0,"/m/06hck5,/m/06wzb,/m/07rjwbb,/m/0l156k"
QS0ijXZn3lM,10.0,20.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t"
QS0ijXZn3lM,10.0,20.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t"
QS0ijXZn3lM,10.0,20.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t"
QUndJn0lro4,0.0,5.0,"/m/01z5f,/m/07qf0zm,/m/0jbk"
QUndJn0lro4,0.0,5.0,"/m/01z5f,/m/07qf0zm,/m/0jbk"
QUndJn0lro4,0.0,5.0,"/m/01z5f,/m/07qf0zm,/m/0jbk"
QVz9sQ246uQ,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
QVz9sQ246uQ,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
QVz9sQ246uQ,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
QVz9sQ246uQ,0.0,10.0,"/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
QWxGBuS_hRY,90.0,100.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
QWxGBuS_hRY,90.0,100.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
QWxGBuS_hRY,90.0,100.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
QYP_8S9qPzs,30.0,40.0,"/m/09x0r,/m/0cdnk,/m/0ghcn6,/t/dd00129"
QYP_8S9qPzs,30.0,40.0,"/m/09x0r,/m/0cdnk,/m/0ghcn6,/t/dd00129"
QZoP0bHWb8U,30.0,40.0,/m/04rmv
QZvWcoaVQ1Q,30.0,40.0,"/m/04rmv,/m/09x0r"
QaztnraboyI,450.0,460.0,"/m/06wzb,/m/07rjwbb"
QfkpNf93T-Y,30.0,40.0,"/m/07st88b,/m/09ld4"
QfkpNf93T-Y,30.0,40.0,"/m/07st88b,/m/09ld4"
QgzTunO8Tio,30.0,40.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk"
QgzTunO8Tio,30.0,40.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk"
QgzTunO8Tio,30.0,40.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk"
QnLQTsojQsw,14.0,24.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QnLQTsojQsw,14.0,24.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QnLQTsojQsw,14.0,24.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QnbiEGh0A08,120.0,130.0,"/m/06hck5,/m/06wzb,/m/07rjwbb"
QncmRSJVCls,230.0,240.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk"
QncmRSJVCls,230.0,240.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk"
QncmRSJVCls,230.0,240.0,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk"
Qp8zD7i5DiQ,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k"
Qp8zD7i5DiQ,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k"
Qp8zD7i5DiQ,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k"
Qp8zD7i5DiQ,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k"
Qp8zD7i5DiQ,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k"
QsqGT5c30-Y,30.0,40.0,/m/02yds9
Qt1aCUq51ns,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
Qt1aCUq51ns,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
Qt1aCUq51ns,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
Qt1aCUq51ns,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
QtTzb_VAu-k,30.0,40.0,"/m/07bgp,/m/07q0h5t"
QtTzb_VAu-k,30.0,40.0,"/m/07bgp,/m/07q0h5t"
Qtn0GeJPS1c,13.0,23.0,"/m/07r_80w,/m/09d5_"
Qtn0GeJPS1c,13.0,23.0,"/m/07r_80w,/m/09d5_"
QveRrhIrdQA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QveRrhIrdQA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QveRrhIrdQA,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
QvxNmz0GIOY,210.0,220.0,"/m/015p6,/m/04s8yn,/m/07r5c2p"
QvxNmz0GIOY,210.0,220.0,"/m/015p6,/m/04s8yn,/m/07r5c2p"
QvxNmz0GIOY,210.0,220.0,"/m/015p6,/m/04s8yn,/m/07r5c2p"
Qw-MYuO-O-A,150.0,160.0,"/m/0ghcn6,/t/dd00125"
QxQGGTOPlAA,270.0,280.0,"/m/032n05,/m/04rlf,/m/09x0r"
R-rS1jnK9Wc,150.0,160.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
R-rS1jnK9Wc,150.0,160.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
R-rS1jnK9Wc,150.0,160.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
R-rS1jnK9Wc,150.0,160.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
R45VEe82zm4,80.0,90.0,"/m/03vt0,/m/09xqv"
R45VEe82zm4,80.0,90.0,"/m/03vt0,/m/09xqv"
R4fiXaeg9TQ,410.0,420.0,"/m/06hck5,/m/06wzb,/m/07rjwbb"
R5RoMB0Lkwo,0.0,10.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
R5RoMB0Lkwo,0.0,10.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
R5RoMB0Lkwo,0.0,10.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
R637fQEjqfs,300.0,310.0,/m/04cvmfc
R6CLdtLj_oM,0.0,10.0,"/m/012xff,/m/015p6"
RB9xMnuB59A,0.0,10.0,"/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
RB9xMnuB59A,0.0,10.0,"/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
RB9xMnuB59A,0.0,10.0,"/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
RB9xMnuB59A,0.0,10.0,"/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
RE1Kb8c8ptA,0.0,10.0,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
RE1Kb8c8ptA,0.0,10.0,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
RE1Kb8c8ptA,0.0,10.0,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
RE1Kb8c8ptA,0.0,10.0,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
REeHsSo_LbE,370.0,380.0,"/m/02mk9,/m/04_sv,/m/07qn4z3,/m/07yv9,/t/dd00130"
RHOEMDGGZ1E,20.0,30.0,"/m/06wzb,/m/07rjwbb,/m/0l156k"
RHYFS7Fvy34,29.0,39.0,"/m/07st88b,/m/09ld4"
RHYFS7Fvy34,29.0,39.0,"/m/07st88b,/m/09ld4"
RHdmPxu7ymw,60.0,70.0,"/m/07pbtc8,/m/09x0r,/m/0jbk"
RHki6zf7fLk,40.0,50.0,"/m/068hy,/m/07q0yl5,/m/0bt9lr,/m/0jbk"
RHki6zf7fLk,40.0,50.0,"/m/068hy,/m/07q0yl5,/m/0bt9lr,/m/0jbk"
RHki6zf7fLk,40.0,50.0,"/m/068hy,/m/07q0yl5,/m/0bt9lr,/m/0jbk"
RKNs0ZWrPxU,160.0,170.0,"/m/032n05,/m/04rlf"
RLBkoyIj-_U,20.0,30.0,/m/07r4gkf
RMcuQrVFhDk,30.0,40.0,"/m/078jl,/m/07rjwbb"
RMcuQrVFhDk,30.0,40.0,"/m/078jl,/m/07rjwbb"
RODUzk9nelo,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
RODUzk9nelo,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
RODUzk9nelo,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
ROjpJSnc8cc,7.0,17.0,"/m/07r_k2n,/m/07rc7d9,/m/09x0r"
ROjpJSnc8cc,7.0,17.0,"/m/07r_k2n,/m/07rc7d9,/m/09x0r"
RQeKaeHNzcM,130.0,140.0,"/m/01h3n,/m/03l9g,/m/03vt0,/m/0h2mp"
RQeKaeHNzcM,130.0,140.0,"/m/01h3n,/m/03l9g,/m/03vt0,/m/0h2mp"
RQeKaeHNzcM,130.0,140.0,"/m/01h3n,/m/03l9g,/m/03vt0,/m/0h2mp"
RVhhSkrswc8,110.0,120.0,/m/032n05
RVrQJCHEt6I,30.0,40.0,"/m/068zj,/m/0ch8v,/m/0jbk"
RVrQJCHEt6I,30.0,40.0,"/m/068zj,/m/0ch8v,/m/0jbk"
RVrQJCHEt6I,30.0,40.0,"/m/068zj,/m/0ch8v,/m/0jbk"
RXeTWJJm6wg,16.0,26.0,"/m/04s8yn,/m/07r5c2p"
RXeTWJJm6wg,16.0,26.0,"/m/04s8yn,/m/07r5c2p"
Rac4MJXAfbU,14.0,24.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
Rac4MJXAfbU,14.0,24.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
Rac4MJXAfbU,14.0,24.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
Rac4MJXAfbU,14.0,24.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
Rbggyp_dUdo,50.0,60.0,"/m/015p6,/m/020bb7,/m/06_y0by,/m/09ddx,/t/dd00128"
Rbggyp_dUdo,50.0,60.0,"/m/015p6,/m/020bb7,/m/06_y0by,/m/09ddx,/t/dd00128"
Rbggyp_dUdo,50.0,60.0,"/m/015p6,/m/020bb7,/m/06_y0by,/m/09ddx,/t/dd00128"
ReMkPJkfwYc,180.0,190.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
ReMkPJkfwYc,180.0,190.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
ReMkPJkfwYc,180.0,190.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
ReMkPJkfwYc,180.0,190.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
RgK_3jzn0SI,110.0,120.0,"/m/07p6mqd,/m/09x0r,/m/0jbk"
Rnd7f2AGGuI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
Rnd7f2AGGuI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
Rnd7f2AGGuI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
Rnd7f2AGGuI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
RoYij4guSkE,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk"
RoYij4guSkE,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk"
RoYij4guSkE,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk"
RpoxXGk7SwA,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk"
RpoxXGk7SwA,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk"
RpoxXGk7SwA,30.0,40.0,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk"
RtWkvi17Ry8,30.0,40.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
RtWkvi17Ry8,30.0,40.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
RtWkvi17Ry8,30.0,40.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
Rtw_UadbvmM,30.0,40.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
Rtw_UadbvmM,30.0,40.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
Rtw_UadbvmM,30.0,40.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
Ruwtz5H2Jvg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
Ruwtz5H2Jvg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
Ruwtz5H2Jvg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
Ruwtz5H2Jvg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
RwyLAo3DJGY,30.0,40.0,"/m/04rlf,/m/04s8yn,/m/07r5c2p,/m/0jbk"
RwyLAo3DJGY,30.0,40.0,"/m/04rlf,/m/04s8yn,/m/07r5c2p,/m/0jbk"
RwyLAo3DJGY,30.0,40.0,"/m/04rlf,/m/04s8yn,/m/07r5c2p,/m/0jbk"
Rzpe6JTlarU,30.0,40.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
Rzpe6JTlarU,30.0,40.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
Rzpe6JTlarU,30.0,40.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
S1vywaIbQGY,30.0,40.0,"/m/07qdb04,/m/09x0r"
S22TEJtIbkQ,29.0,39.0,/m/07r5c2p
S4bUmXQ7Bis,0.0,10.0,"/m/06hck5,/m/06wzb,/m/07rjwbb"
S4ncYfhH3EI,30.0,40.0,"/m/07r_80w,/m/09d5_"
S4ncYfhH3EI,30.0,40.0,"/m/07r_80w,/m/09d5_"
S8M-ezF9qg0,30.0,40.0,"/m/032n05,/m/04rlf"
SAZcgw2vK5o,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
SAZcgw2vK5o,30.0,40.0,"/m/03vt0,/m/09f96,/m/0h2mp"
